Simulation Stats for User 1 | House 1 Bedroom 1 | Window 20260412_to_20260413
[User 1 | 2026-04-13 06:37] Sleep Phase=REM   Temp=18.32°C, Pres=1, HR=67.08bpm, Vib=0.0054g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:38] Sleep Phase=REM   Temp=18.31°C, Pres=1, HR=63.87bpm, Vib=0.0059g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:39] Sleep Phase=REM   Temp=18.31°C, Pres=1, HR=66.43bpm, Vib=0.0042g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:40] Sleep Phase=REM   Temp=18.30°C, Pres=1, HR=65.30bpm, Vib=0.0044g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:41] Sleep Phase=REM   Temp=18.29°C, Pres=1, HR=68.62bpm, Vib=0.0060g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:42] Sleep Phase=REM   Temp=18.28°C, Pres=1, HR=64.60bpm, Vib=0.0052g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:43] Sleep Phase=REM   Temp=18.27°C, Pres=1, HR=62.83bpm, Vib=0.0032g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:44] Sleep Phase=REM   Temp=18.26°C, Pres=1, HR=62.26bpm, Vib=0.0054g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:45] Sleep Phase=REM   Temp=18.26°C, Pres=1, HR=66.73bpm, Vib=0.0059g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:46] Sleep Phase=REM   Temp=18.25°C, Pres=1, HR=72.90bpm, Vib=0.0041g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:47] Sleep Phase=REM   Temp=18.24°C, Pres=1, HR=65.60bpm, Vib=0.0045g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:48] Sleep Phase=REM   Temp=18.23°C, Pres=1, HR=71.24bpm, Vib=0.0060g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:49] Sleep Phase=REM   Temp=18.22°C, Pres=1, HR=70.23bpm, Vib=0.0052g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:50] Sleep Phase=REM   Temp=18.21°C, Pres=1, HR=70.73bpm, Vib=0.0032g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:51] Sleep Phase=REM   Temp=18.21°C, Pres=1, HR=75.09bpm, Vib=0.0055g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:52] Sleep Phase=REM   Temp=18.20°C, Pres=1, HR=64.98bpm, Vib=0.0059g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:53] Sleep Phase=REM   Temp=18.19°C, Pres=1, HR=73.50bpm, Vib=0.0041g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:54] Sleep Phase=REM   Temp=18.18°C, Pres=1, HR=69.27bpm, Vib=0.0045g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:55] Sleep Phase=REM   Temp=18.17°C, Pres=1, HR=71.01bpm, Vib=0.0060g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:56] Sleep Phase=REM   Temp=18.16°C, Pres=1, HR=72.23bpm, Vib=0.0052g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:57] Sleep Phase=REM   Temp=18.16°C, Pres=1, HR=66.73bpm, Vib=0.0033g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:58] Sleep Phase=REM   Temp=18.15°C, Pres=1, HR=67.07bpm, Vib=0.0055g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:59] Sleep Phase=REM   Temp=18.14°C, Pres=1, HR=71.93bpm, Vib=0.0059g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:00] Sleep Phase=AWAKE Temp=18.13°C, Pres=0, HR=72.86bpm, Vib=0.1300g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:01] Sleep Phase=AWAKE Temp=18.13°C, Pres=0, HR=74.84bpm, Vib=0.1244g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:02] Sleep Phase=AWAKE Temp=18.13°C, Pres=0, HR=79.60bpm, Vib=0.1079g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:03] Sleep Phase=AWAKE Temp=18.13°C, Pres=0, HR=76.03bpm, Vib=0.0846g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:04] Sleep Phase=AWAKE Temp=18.14°C, Pres=0, HR=72.59bpm, Vib=0.0998g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:05] Sleep Phase=AWAKE Temp=18.15°C, Pres=0, HR=78.75bpm, Vib=0.1194g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:06] Sleep Phase=AWAKE Temp=18.17°C, Pres=0, HR=76.72bpm, Vib=0.1293g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:07] Sleep Phase=AWAKE Temp=18.18°C, Pres=0, HR=73.74bpm, Vib=0.1272g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:08] Sleep Phase=AWAKE Temp=18.21°C, Pres=0, HR=76.41bpm, Vib=0.1135g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:09] Sleep Phase=AWAKE Temp=18.23°C, Pres=0, HR=75.81bpm, Vib=0.0916g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:10] Sleep Phase=AWAKE Temp=18.26°C, Pres=0, HR=77.76bpm, Vib=0.0931g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:11] Sleep Phase=AWAKE Temp=18.28°C, Pres=0, HR=73.15bpm, Vib=0.1146g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:12] Sleep Phase=AWAKE Temp=18.31°C, Pres=0, HR=77.64bpm, Vib=0.1277g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:13] Sleep Phase=AWAKE Temp=18.35°C, Pres=0, HR=82.17bpm, Vib=0.1291g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:14] Sleep Phase=AWAKE Temp=18.38°C, Pres=0, HR=77.05bpm, Vib=0.1184g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:15] Sleep Phase=AWAKE Temp=18.42°C, Pres=0, HR=72.55bpm, Vib=0.0984g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:16] Sleep Phase=AWAKE Temp=18.46°C, Pres=0, HR=76.20bpm, Vib=0.0862g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:17] Sleep Phase=AWAKE Temp=18.50°C, Pres=0, HR=77.35bpm, Vib=0.1092g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:18] Sleep Phase=AWAKE Temp=18.54°C, Pres=0, HR=75.92bpm, Vib=0.1251g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:19] Sleep Phase=AWAKE Temp=18.58°C, Pres=0, HR=69.34bpm, Vib=0.1299g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:20] Sleep Phase=AWAKE Temp=18.63°C, Pres=0, HR=69.60bpm, Vib=0.1225g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:21] Sleep Phase=AWAKE Temp=18.68°C, Pres=0, HR=71.67bpm, Vib=0.1047g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:22] Sleep Phase=AWAKE Temp=18.72°C, Pres=0, HR=71.24bpm, Vib=0.0809g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:23] Sleep Phase=AWAKE Temp=18.77°C, Pres=0, HR=70.02bpm, Vib=0.1032g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:24] Sleep Phase=AWAKE Temp=18.82°C, Pres=0, HR=71.68bpm, Vib=0.1216g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:25] Sleep Phase=AWAKE Temp=18.87°C, Pres=0, HR=73.20bpm, Vib=0.1298g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:26] Sleep Phase=AWAKE Temp=18.92°C, Pres=0, HR=73.37bpm, Vib=0.1258g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:27] Sleep Phase=AWAKE Temp=18.98°C, Pres=0, HR=75.25bpm, Vib=0.1106g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:28] Sleep Phase=AWAKE Temp=19.03°C, Pres=0, HR=77.22bpm, Vib=0.0879g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:29] Sleep Phase=AWAKE Temp=19.08°C, Pres=0, HR=72.70bpm, Vib=0.0967g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:30] Sleep Phase=AWAKE Temp=19.14°C, Pres=0, HR=80.97bpm, Vib=0.1173g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:31] Sleep Phase=AWAKE Temp=19.19°C, Pres=0, HR=75.41bpm, Vib=0.1287g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:32] Sleep Phase=AWAKE Temp=19.25°C, Pres=0, HR=74.62bpm, Vib=0.1282g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:33] Sleep Phase=AWAKE Temp=19.31°C, Pres=0, HR=76.97bpm, Vib=0.1159g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:34] Sleep Phase=AWAKE Temp=19.37°C, Pres=0, HR=78.13bpm, Vib=0.0948g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:35] Sleep Phase=AWAKE Temp=19.42°C, Pres=0, HR=77.04bpm, Vib=0.0899g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:36] Sleep Phase=AWAKE Temp=19.48°C, Pres=0, HR=71.24bpm, Vib=0.1122g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:37] Sleep Phase=AWAKE Temp=19.54°C, Pres=0, HR=77.44bpm, Vib=0.1266g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:38] Sleep Phase=AWAKE Temp=19.60°C, Pres=0, HR=71.45bpm, Vib=0.1296g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:39] Sleep Phase=AWAKE Temp=19.66°C, Pres=0, HR=71.01bpm, Vib=0.1205g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:40] Sleep Phase=AWAKE Temp=19.72°C, Pres=0, HR=75.95bpm, Vib=0.1014g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:41] Sleep Phase=AWAKE Temp=19.78°C, Pres=0, HR=78.32bpm, Vib=0.0829g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:42] Sleep Phase=AWAKE Temp=19.84°C, Pres=0, HR=73.30bpm, Vib=0.1065g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:43] Sleep Phase=AWAKE Temp=19.90°C, Pres=0, HR=70.56bpm, Vib=0.1236g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:44] Sleep Phase=AWAKE Temp=19.97°C, Pres=0, HR=71.97bpm, Vib=0.1300g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:45] Sleep Phase=AWAKE Temp=20.03°C, Pres=0, HR=72.57bpm, Vib=0.1242g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:46] Sleep Phase=AWAKE Temp=20.09°C, Pres=0, HR=73.86bpm, Vib=0.1076g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:47] Sleep Phase=AWAKE Temp=20.15°C, Pres=0, HR=72.36bpm, Vib=0.0842g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:48] Sleep Phase=AWAKE Temp=20.22°C, Pres=0, HR=72.80bpm, Vib=0.1002g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:49] Sleep Phase=AWAKE Temp=20.28°C, Pres=0, HR=80.30bpm, Vib=0.1197g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:50] Sleep Phase=AWAKE Temp=20.34°C, Pres=0, HR=72.84bpm, Vib=0.1294g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:51] Sleep Phase=AWAKE Temp=20.41°C, Pres=0, HR=76.86bpm, Vib=0.1271g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:52] Sleep Phase=AWAKE Temp=20.47°C, Pres=0, HR=77.95bpm, Vib=0.1132g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:53] Sleep Phase=AWAKE Temp=20.53°C, Pres=0, HR=77.76bpm, Vib=0.0912g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:54] Sleep Phase=AWAKE Temp=20.60°C, Pres=0, HR=77.94bpm, Vib=0.0935g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:55] Sleep Phase=AWAKE Temp=20.66°C, Pres=0, HR=80.18bpm, Vib=0.1150g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:56] Sleep Phase=AWAKE Temp=20.73°C, Pres=0, HR=75.55bpm, Vib=0.1278g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:57] Sleep Phase=AWAKE Temp=20.79°C, Pres=0, HR=76.83bpm, Vib=0.1290g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:58] Sleep Phase=AWAKE Temp=20.85°C, Pres=0, HR=75.77bpm, Vib=0.1181g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 07:59] Sleep Phase=AWAKE Temp=20.92°C, Pres=0, HR=75.21bpm, Vib=0.0980g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
